Internal ID,Name,Address,State or Province,County,City,Specific Place,Modern Location,Visited,Mentioned Only,Website URL,Latitude,Longitude
25055,"Soda Springs, Bingham County, Idaho",,,Bingham County,,,,,,https://wilfordwoodruffpapers.org/subjects/soda-springs-bingham-county-idaho,-51.7,-57.85
25057,"Soda Springs, Oneida County, Idaho Territory",,Idaho,Oneida County,,,,,,https://wilfordwoodruffpapers.org/subjects/soda-springs-oneida-county-idaho-territory,41.904,12.453
25066,"South Cottonwood, Salt Lake County, Utah Territory",,Utah Territory,Salt Lake County,South Cottonwood,,,,,https://wilfordwoodruffpapers.org/subjects/south-cottonwood-salt-lake-county-utah-territory,-19.056,-169.921
25067,"Southampton, Hampshire, England",,,Hampshire,Southampton,,,,,https://wilfordwoodruffpapers.org/subjects/southampton-hampshire-england,16.0104,-61.7055
25068,Spain,,,,,,Kingdom of Spain,,,https://wilfordwoodruffpapers.org/subjects/spain,13.4745,144.7504
25073,"Spragueville, Oswego County, New York",,New York,Oswego County,Spragueville,,,,,https://wilfordwoodruffpapers.org/subjects/spragueville-oswego-county-new-york,17.8958,-62.8508
25074,"St. George Temple, St. George, Washington County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/st-george-temple-st-george-washington-county-utah,46.7811,-56.1764
25075,"St. Joseph, Navajo County, Arizona Territory",,,Navajo County,,,,,,https://wilfordwoodruffpapers.org/subjects/st-joseph-navajo-county-arizona-territory,18.2167,-63.05
25077,"Stanley Buildings, Liverpool, Lancashire, England",,,Lancashire,Liverpool,Stanley Buildings,,,,https://wilfordwoodruffpapers.org/subjects/stanley-buildings-liverpool-lancashire-england,-29.0569,167.9617
25088,"Sugar House Prison, Salt Lake City, Salt Lake County, Utah",,Utah,Salt Lake County,Salt Lake City,Sugar House Prison,"replaced in 1951 by Utah State Prison, stood where Sugar House Park now is",,,https://wilfordwoodruffpapers.org/subjects/sugar-house-prison-salt-lake-city-salt-lake-county-utah,78.2167,15.6333
25089,"Sugar House Prison, Salt Lake City, Salt Lake County, Utah Territory",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/sugar-house-prison-salt-lake-city-salt-lake-county-utah-territory,-25.0667,-130.0833
25090,"Sunset, Apache County, Arizona Territory",,Arizona Territory,Apache County,Sunset,,"ghost town--settled 1876 abandoned 1888, near Winslow, Navajo County, Arizona",,,https://wilfordwoodruffpapers.org/subjects/sunset-apache-county-arizona-territory,-10.4167,105.7167
25096,"Tabernacle, Salt Lake City, Salt Lake County, Utah",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/tabernacle-salt-lake-city-salt-lake-county-utah,-54.2833,-36.5
25099,"Taylor, Apache County, Arizona Territory",,Arizona Territory,Apache County,Taylor,,"Taylor, Navajo County, Arizona",,,https://wilfordwoodruffpapers.org/subjects/taylor-apache-county-arizona-territory,22.3802,114.1898
25104,"Temple Square, Salt Lake City, Salt Lake County, Utah",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/temple-square-salt-lake-city-salt-lake-county-utah,22.2006,113.5461
25106,"Territorial Insane Asylum, Provo, Utah County, Utah Territory",,,,,Territorial Insane Asylum,"Utah State Hospital, Provo, Utah County, Utah",,,https://wilfordwoodruffpapers.org/subjects/territorial-insane-asylum-provo-utah-county-utah-territory,49.8028,73.1056
25132,"Tonto Basin, Gila County, Arizona Territory",,Arizona Territory,Gila County,Tonto Basin,,"Tonto Basin, Gila County, Arizona",,,https://wilfordwoodruffpapers.org/subjects/tonto-basin-gila-county-arizona-territory,22.3282,114.1916
25142,"Tuba City, Coconino County, Arizona Territory",,,Coconino County,,,,,,https://wilfordwoodruffpapers.org/subjects/tuba-city-coconino-county-arizona-territory,22.3307,114.1622
25151,"Unionville, Hartford County, Connecticut",,Connecticut,Hartford County,Unionville,,,,,https://wilfordwoodruffpapers.org/subjects/unionville-hartford-county-connecticut,50.2836,57.2297
25153,United States,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/united-states,27.6833,84.4333
25158,"Utah Stake Tabernacle, Provo, Utah County, Utah Territory",,,,,Utah Stake Tabernacle,,,,https://wilfordwoodruffpapers.org/subjects/utah-stake-tabernacle-provo-utah-county-utah-territory,42.9,71.3667
25159,"Utah State Agricultural College, Logan, Cache County, Utah Territory",,,,,Utah State Agricultural College,"Utah State University, Logan, Cache County, Utah",,,https://wilfordwoodruffpapers.org/subjects/utah-state-agricultural-college-logan-cache-county-utah-territory,22.4608,114.0012
25162,"Vernal, Uintah County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/vernal-uintah-county-utah,52.3,76.95
25163,"Victoria, British Columbia, Canada",,British Columbia,,Victoria,,"Victoria, British Columbia, Canada",,,https://wilfordwoodruffpapers.org/subjects/victoria-british-columbia-canada,50.4333,80.2667
25164,"Vienna, Austria",,,,Vienna,,"Vienna, Austria",,,https://wilfordwoodruffpapers.org/subjects/vienna-austria,49.9833,82.6167
25174,"Washington Fields Dam, Washington County, Utah Territory",,Utah Territory,Washington County,,Washington Fields Dam,,,,https://wilfordwoodruffpapers.org/subjects/washington-fields-dam-washington-county-utah-territory,27.6666,85.3333
25175,"Waterford, Erie County, Pennsylvania",,Pennsylvania,Erie County,Waterford,,,,,https://wilfordwoodruffpapers.org/subjects/waterford-erie-county-pennsylvania,47.1167,51.8833
25177,"Weber Stake Academy, Ogden, Weber County, Utah Territory",,,,,Weber Stake Academy,,,,https://wilfordwoodruffpapers.org/subjects/weber-stake-academy-ogden-weber-county-utah-territory,16.2411,-61.5331
25182,"West Jordan, Salt Lake County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/west-jordan-salt-lake-county-utah,22.2867,114.155
25183,"Westchester County, New York",,New York,Westchester County,,,"Westchester County, New York",,,https://wilfordwoodruffpapers.org/subjects/westchester-county-new-york,22.3456,114.1
25252,"Woodruff Villa, Salt Lake City, Salt Lake County, Utah",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/woodruff-villa-salt-lake-city-salt-lake-county-utah,44.85,65.5167
25253,"Woods Cross, Davis County, Utah Territory",,Utah Territory,Davis County,Woods Cross,,"Woods Cross, Davis County, Utah",,,https://wilfordwoodruffpapers.org/subjects/woods-cross-davis-county-utah-territory,51.2225,51.3725
25257,Wyoming,,Wyoming,,,,,,,https://wilfordwoodruffpapers.org/subjects/wyoming,53.2,63.62
25258,"Yavapai County, Arizona Territory",,Arizona Territory,Yavapai County,,,"Yavapai County, Arizona",,,https://wilfordwoodruffpapers.org/subjects/yavapai-county-arizona-territory,54.8833,69.1667
25313,"Forest Dale, Apache County, Arizona Territory",,Arizona Territory,Apache County,Forest Dale,,"ghost town near Show Low, Arizona",,,https://wilfordwoodruffpapers.org/subjects/forest-dale-apache-county-arizona-territory,31.5333,35.095
25320,"Green Bay, Brown County, Wisconsin",,Wisconsin,Brown County,Green Bay,,,,,https://wilfordwoodruffpapers.org/subjects/green-bay-brown-county-wisconsin,50.72,-1.88
25332,"Pleasant View, Weber County, Utah Territory",,Utah Territory,Weber County,Pleasant View,,,,,https://wilfordwoodruffpapers.org/subjects/pleasant-view-weber-county-utah-territory,22.3094,114.2361
25333,"Salt Lake Theater, Great Salt Lake City, Great Salt Lake County, Utah Territory",,Utah,Salt Lake County,Salt Lake City,Salt Lake Theater,Does not exist,,,https://wilfordwoodruffpapers.org/subjects/salt-lake-theater-great-salt-lake-city-great-salt-lake-county-utah-territory,50.05,72.95
25343,"Zillah, Yakima County, Washington",,Washington,Yakima County,Zillah,,,,,https://wilfordwoodruffpapers.org/subjects/zillah-yakima-county-washington,43.6525,51.1575
25358,"Blacks Fork, Utah Territory",,Utah Territory,,,Blacks Fork,"Blacks Fork, Utah",,,https://wilfordwoodruffpapers.org/subjects/blacks-fork-utah-territory,20.372,72.917
25368,"Florence, Douglas County, Nebraska Territory",,Nebraska Territory,Douglas County,Florence,,,,,https://wilfordwoodruffpapers.org/subjects/florence-douglas-county-nebraska-territory,53.2833,69.3833
25374,Malay Islands,,,,,Malay Islands,,,,https://wilfordwoodruffpapers.org/subjects/malay-islands,43.3019,68.2692
25375,Singapore,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/singapore,51.6667,75.3667
25376,Polynesia,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/polynesia,31.2886,34.2519
25390,"Reynoldsburg, Humphreys County, Tennessee",,Tennessee,Humphreys County,Reynoldsburg,,no longer exists,,,https://wilfordwoodruffpapers.org/subjects/reynoldsburg-humphreys-county-tennessee,32.2222,35.2611
25394,"Cumberland Rolling Mill, Stewart County, Tennessee",,Tennessee,Stewart County,Cumberland Rolling Mill,,These are the same place,,,https://wilfordwoodruffpapers.org/subjects/cumberland-rolling-mill-stewart-county-tennessee,28.0333,82.4833
25396,"Mount Vista, Henry County, Tennessee",,Tennessee,Henry County,,Mount Vista,no longer exists,,,https://wilfordwoodruffpapers.org/subjects/mount-vista-henry-county-tennessee,43.3378,52.8553
25398,"Williston, Calloway County, Kentucky",,Kentucky,Calloway County,Williston,,"Murray, Calloway County, Kentucky",,,https://wilfordwoodruffpapers.org/subjects/williston-calloway-county-kentucky,43.6905,51.1417
25399,"Marian, Weakley County, Tennessee",,Tennessee,Weakley County,Marian,,no longer exists,,,https://wilfordwoodruffpapers.org/subjects/marian-weakley-county-tennessee,50.7167,-1.9833
25403,"Cumberland River, Kentucky",,Kentucky,,,Cumberland River,"Cumberland River, Kentucky and Tennessee",,,https://wilfordwoodruffpapers.org/subjects/cumberland-river-kentucky,31.3444,34.3031
25407,"Coones Canyon, Salt Lake County, Utah Territory",,,Salt Lake County,,,,,,https://wilfordwoodruffpapers.org/subjects/coones-canyon-salt-lake-county-utah-territory,27.0,84.8667
25408,"Fort Douglas, Salt Lake City, Salt Lake County, Utah Territory",,Utah Territory,Salt Lake County,Salt Lake City,Fort Douglas AKA Camp Douglas,located on University of Utah campus,,,https://wilfordwoodruffpapers.org/subjects/fort-douglas-salt-lake-city-salt-lake-county-utah-territory,45.0167,78.3667
25415,"Council House, Salt Lake City, Salt Lake County, Utah Territory",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/council-house-salt-lake-city-salt-lake-county-utah-territory,52.9667,63.1333
25431,black bear,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/black-bear,22.2877,114.1365
25437,"Vatican, Rome, Lazio, Papal States",,,Lazio,Rome,Vatican,,,,https://wilfordwoodruffpapers.org/subjects/vatican-rome-lazio-papal-states,13.4692,144.7332
25488,"Kansas City, Jackson County, Missouri",,Missouri,Jackson County,Kansas City,,"Kansas City, Jackson, Clay, Cass, Platte Counties, Missouri",,,https://wilfordwoodruffpapers.org/subjects/kansas-city-jackson-county-missouri,26.8167,87.2833
25504,"Bear River City, Box Elder County, Utah Territory",,Utah,Box Elder County,Bear River City,,"Bear River City, Box Elder County, Utah",,,https://wilfordwoodruffpapers.org/subjects/bear-river-city-box-elder-county-utah-territory,14.5417,121.0667
25505,"Portage, Box Elder County, Utah Territory",,Utah,Box Elder County,Portage/West Portage,,"Portage, Box Elder County, Utah",,,https://wilfordwoodruffpapers.org/subjects/portage-box-elder-county-utah-territory,22.3674,114.1273
25506,"Malad City, Oneida County, Idaho Territory",,Idaho,Oneida County,Malad City,,"Malad City, Oneida County, Idaho",,,https://wilfordwoodruffpapers.org/subjects/malad-city-oneida-county-idaho-territory,28.7136,80.5692
25507,"Weston, Oneida County, Idaho Territory",,Idaho,Oneida County,Weston,,"Weston, Franklin County, Idaho",,,https://wilfordwoodruffpapers.org/subjects/weston-oneida-county-idaho-territory,31.5281,34.4831
25508,"Oxford, Oneida County, Idaho Territory",,Idaho Territory,Oneida County,Oxford,,"Oxford, Franklin County, Idaho",,,https://wilfordwoodruffpapers.org/subjects/oxford-oneida-county-idaho-territory,47.7833,67.7
25509,"Blackfoot River, Oneida County, Idaho Territory",,Idaho Territory,Oneida County,,Blackfoot River,"Blackfoot River, Idaho",,,https://wilfordwoodruffpapers.org/subjects/blackfoot-river-oneida-county-idaho-territory,22.28,114.125
25512,"Montpelier, Oneida County, Idaho Territory",,Idaho,Oneida County,Montpelier,,"Montpelier, Bear Lake County, Idaho",,,https://wilfordwoodruffpapers.org/subjects/montpelier-oneida-county-idaho-territory,42.8833,20.8667
25524,"Fairfield, Utah County, Utah Territory",,Utah Territory,,,,,,,https://wilfordwoodruffpapers.org/subjects/fairfield-utah-county-utah-territory,22.2871,114.1357
25533,"Allstedt, Saxony-Anhalt, Germany",,Saxony-Anhalt,,Allstedt,,,,,https://wilfordwoodruffpapers.org/subjects/allstedt-saxony-anhalt-germany,27.6667,85.2833
25536,"Ashland, Jackson County, Oregon",,Oregon,Jackson County,Ashland,,"Ashland, Jackson County, Oregon",,,https://wilfordwoodruffpapers.org/subjects/ashland-jackson-county-oregon,22.3408,114.1871
25538,"Beaver Island, Manitou County, Michigan",,Michigan,Manitou County,Beaver Island,,"Beaver Island, Charlevoix County, Michigan",,,https://wilfordwoodruffpapers.org/subjects/beaver-island-manitou-county-michigan,31.5539,34.5014
25543,"Benjamin, Utah County, Utah Territory",,Utah Territory,Utah County,Benjamin,,,,,https://wilfordwoodruffpapers.org/subjects/benjamin-utah-county-utah-territory,22.335,114.2067
25544,"Black Butte, Siskiyou County, California",,California,Siskiyou County,,Black Butte,"Black Butte, Siskiyou County, California",,,https://wilfordwoodruffpapers.org/subjects/black-butte-siskiyou-county-california,24.87,92.35
25546,"Bountiful, Davis County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/bountiful-davis-county-utah,31.4189,34.3517
25551,"Castle Crags, Shasta County, California",,California,Shasta County,,Castle Crags,"Castle Crags, Shasta County, California",,,https://wilfordwoodruffpapers.org/subjects/castle-crags-shasta-county-california,32.1903,34.9686
25561,"Draper, Salt Lake and Utah Counties, Utah",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/draper-salt-lake-and-utah-counties-utah,22.4423,114.167
25562,"Draper, Salt Lake and Utah Counties, Utah Territory",,Utah,Salt Lake and Utah Counties,Draper,,"Draper, Salt Lake and Utah Counties, Utah",,,https://wilfordwoodruffpapers.org/subjects/draper-salt-lake-and-utah-counties-utah-territory,43.8844,77.0687
25563,"Dresden, Germany",,,,Dresden,,,,,https://wilfordwoodruffpapers.org/subjects/dresden-germany,31.3428,34.3253
25564,"Edgewood, Siskiyou County, California",,California,Siskiyou County,Edgewood,,"Edgewood, Siskiyou County, California",,,https://wilfordwoodruffpapers.org/subjects/edgewood-siskiyou-county-california,22.3364,114.1667
25573,"Ephraim, Conejos County, Colorado",,Colorado,Conejos County,Ephraim,,Does not exist,,,https://wilfordwoodruffpapers.org/subjects/ephraim-conejos-county-colorado,50.725,-1.84
25579,"Frankfurt, Germany",,,,Frankfurt,,,,,https://wilfordwoodruffpapers.org/subjects/frankfurt-germany,22.3753,114.1237
25581,"Fremont County, Idaho",,Idaho,Fremont County,,,"Fremont County, Idaho",,,https://wilfordwoodruffpapers.org/subjects/fremont-county-idaho,22.2106,114.0289
25583,"Gentile Valley, Bingham County, Idaho",,Idaho,Bingham County,Gentile Valley,,no longer in existence,,,https://wilfordwoodruffpapers.org/subjects/gentile-valley-bingham-county-idaho,22.3334,114.1924
25589,"Granger, Sweetwater County, Wyoming",,Wyoming,,,,,,,https://wilfordwoodruffpapers.org/subjects/granger-sweetwater-county-wyoming,26.6528,86.2069
25590,"Grants Pass, Josephine County, Oregon",,Oregon,Josephine County,Grants Pass,,"Grants Pass, Josephine County, Oregon",,,https://wilfordwoodruffpapers.org/subjects/grants-pass-josephine-county-oregon,1.35,172.9333
25592,"Hams Fork, Uinta County, Wyoming",,Wyoming,Uinta County,,Hams Fork,"Hams Fork, Lincoln County, Wyoming",,,https://wilfordwoodruffpapers.org/subjects/hams-fork-uinta-county-wyoming,50.722,-1.798
25622,"Levan, Juab County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/levan-juab-county-utah,12.5418,-70.022
25630,"Malad City, Oneida County, Idaho",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/malad-city-oneida-county-idaho,31.3237,34.3476
25638,"Mink Creek, Oneida County, Idaho Territory",,Idaho,Oneida County,Mink Creek,,"Mink Creek, Franklin County, Idaho",,,https://wilfordwoodruffpapers.org/subjects/mink-creek-oneida-county-idaho-territory,22.3784,114.1941
25639,"Mott, Siskiyou County, California",,California,Siskiyou County,Mott,,"was just north of Dunsmuir, California",,,https://wilfordwoodruffpapers.org/subjects/mott-siskiyou-county-california,50.71,-1.95
25640,"Mount Shasta, Siskiyou County, California",,California,Siskiyou County,,Mount Shasta,"Mount Shasta, Siskiyou County, California",,,https://wilfordwoodruffpapers.org/subjects/mount-shasta-siskiyou-county-california,22.3814,114.2733
25643,"North Platte, Lincoln County, Nebraska",,Nebraska,Lincoln County,North Platte,,,,,https://wilfordwoodruffpapers.org/subjects/north-platte-lincoln-county-nebraska,50.7605,-1.995
25655,"Riverside, Bingham County, Idaho",,Idaho,Bingham County,Riverside,,"Riverside, Bingham County, Idaho",,,https://wilfordwoodruffpapers.org/subjects/riverside-bingham-county-idaho,27.6722,85.4278
25657,"Rogue River, Oregon",,Oregon,,,Rogue River,"Rogue River, Oregon",,,https://wilfordwoodruffpapers.org/subjects/rogue-river-oregon,43.5167,68.5167
25658,"Sacramento River, California",,California,,,Sacramento River,"Sacramento River, California",,,https://wilfordwoodruffpapers.org/subjects/sacramento-river-california,46.8481,74.995
25667,"Shonesburg, Washington County, Utah Territory",,Utah Territory,Washington County,Shonesburg,,ghost town--abandoned in 1902,,,https://wilfordwoodruffpapers.org/subjects/shonesburg-washington-county-utah-territory,45.41,79.9186
25669,"Sisson, Siskiyou County, California",,California,Siskiyou County,Sisson,,"Mount Shasta City, Siskiyou County, California",,,https://wilfordwoodruffpapers.org/subjects/sisson-siskiyou-county-california,26.6631,87.2744
25671,"Spanish Fork, Utah County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/spanish-fork-utah-county-utah,28.05,81.6167
25672,"St. David, Cochise County, Arizona Territory",,Arizona Territory,Cochise County,St. David,,"St. David, Cochise County, Arizona",,,https://wilfordwoodruffpapers.org/subjects/st-david-cochise-county-arizona-territory,27.6061,83.6606
25676,"Thatcher, Graham County, Arizona Territory",,Arizona Territory,Graham County,Thatcher,,"Thatcher, Graham County, Arizona",,,https://wilfordwoodruffpapers.org/subjects/thatcher-graham-county-arizona-territory,52.0333,76.9167
25682,"Upper Soda Springs, Siskiyou County, California",,California,Siskiyou County,,Upper Soda Springs,"on the banks of the Sacramento River in Dunsmuir, California",,,https://wilfordwoodruffpapers.org/subjects/upper-soda-springs-siskiyou-county-california,31.4478,35.09
25683,"Vastmanland County, Sweden",,,Vastmanland County,,,,,,https://wilfordwoodruffpapers.org/subjects/vastmanland-county-sweden,27.5,83.45
25685,"Wasatch, Salt Lake County, Utah Territory",,Utah Territory,Salt Lake County,Wasatch,,Does not exist--somewhere between Sandy and Alta,,,https://wilfordwoodruffpapers.org/subjects/wasatch-salt-lake-county-utah-territory,32.3117,35.0272
25686,Washington,,Washington,,,,,,,https://wilfordwoodruffpapers.org/subjects/washington,47.9,67.5333
25687,"West Lafayette, Tippecanoe County, Indiana",,Indiana,Tippecanoe County,West Lafayette,,,,,https://wilfordwoodruffpapers.org/subjects/west-lafayette-tippecanoe-county-indiana,43.8833,77.0833
25716,"Cassello, Lake County, Indiana",,Indiana,Lake County,Cassello,,,,,https://wilfordwoodruffpapers.org/subjects/cassello-lake-county-indiana,43.2,76.62
25731,"Adobe Tabernacle, Salt Lake City, Salt Lake County, Utah Territory",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/adobe-tabernacle-salt-lake-city-salt-lake-county-utah-territory,28.5278,81.1189
25825,"Bear River City, Box Elder County, Utah",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/bear-river-city-box-elder-county-utah,28.2056,81.3472
25829,"Central, Graham County, Arizona Territory",,Arizona Territory,Graham County,Central,,"Central, Graham County, Arizona",,,https://wilfordwoodruffpapers.org/subjects/central-graham-county-arizona-territory,28.1278,82.2956
25850,"Elba, Cassia County, Idaho",,Idaho,Cassia County,Elba,,"Elba, Cassia County, Idaho",,,https://wilfordwoodruffpapers.org/subjects/elba-cassia-county-idaho,50.35,83.5167
25856,"Elmira, Chemung County, New York",,New York,Chemung County,Elmira,,,,,https://wilfordwoodruffpapers.org/subjects/elmira-chemung-county-new-york,49.7453,84.2548
25883,Greece,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/greece,43.3,77.2333
25917,"Mill Creek, Salt Lake County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/mill-creek-salt-lake-county-utah,52.3497,71.89
25928,"Oakley, Cassia County, Idaho",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/oakley-cassia-county-idaho,42.5167,69.8
25939,Rome,,,,,,,,,https://wilfordwoodruffpapers.org/subjects/rome,52.9333,70.2
25967,"Woodland, Summit County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/woodland-summit-county-utah,44.1667,80.0
25993,"Vancouver Island, British North America",,,,,Vancouver Island,"Vancouver Island, British Columbia, Canada",,,https://wilfordwoodruffpapers.org/subjects/vancouver-island-british-north-america,27.0333,85.0
25995,"Adobe Tabernacle, Great Salt Lake City, Great Salt Lake County, Utah Territory",,Utah,Salt Lake County,Salt Lake City,Adobe Tabernacle/Old Tabernacle,Does not exist,,,https://wilfordwoodruffpapers.org/subjects/adobe-tabernacle-great-salt-lake-city-great-salt-lake-county-utah-territory,43.5983,73.7614
25996,"Chelsea, London, Middlesex, England",,,Middlesex,London,Chelsea,,,,https://wilfordwoodruffpapers.org/subjects/chelsea-london-middlesex-england,49.7833,72.85
25998,Red Sea,,,,,Red Sea,,,,https://wilfordwoodruffpapers.org/subjects/red-sea,47.9667,80.4333
26023,"St. Michael and All Angels Parish Church, Castle Frome, Herefordshire, England",,,Herefordshire,Castle Frome,St. Michael and All Angels Parish Church,,,,https://wilfordwoodruffpapers.org/subjects/st-michael-and-all-angels-parish-church-castle-frome-herefordshire-england,42.4333,68.8
26026,"San Francisco Peaks, United States",,,,,San Francisco Peaks,,,,https://wilfordwoodruffpapers.org/subjects/san-francisco-peaks-united-states,45.3247,55.1958
26058,"Almo, Cassia County, Idaho",,Idaho,Cassia County,Almo,,"Almo, Cassia County, Idaho",,,https://wilfordwoodruffpapers.org/subjects/almo-cassia-county-idaho,32.4611,35.3
26076,"Blackfoot, Bingham County, Idaho",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/blackfoot-bingham-county-idaho,31.9,35.2
26080,"Brutus, Cayuga County, New York",,New York,Cayuga County,Brutus,,,,,https://wilfordwoodruffpapers.org/subjects/brutus-cayuga-county-new-york,45.6167,63.3167
26089,"Castle Valley, Grand County, Utah Territory",,Utah Territory,Grand County,Castle Valley,,,,,https://wilfordwoodruffpapers.org/subjects/castle-valley-grand-county-utah-territory,31.4078,34.9722
26099,"Charleston Harbor, Charleston County, South Carolina",,South Carolina,Charleston County,,Charleston Harbor,,,,https://wilfordwoodruffpapers.org/subjects/charleston-harbor-charleston-county-south-carolina,26.5394,86.7483
26117,"Emery, Emery County, Utah Territory",,Utah Territory,Emery County,Emery,,,,,https://wilfordwoodruffpapers.org/subjects/emery-emery-county-utah-territory,49.71,72.5872
26126,"Fairview, Sanpete County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/fairview-sanpete-county-utah,46.9833,54.0167
26127,"Falling Springs, Oregon County, Missouri",,Missouri,Oregon County,Falling Springs,,,,,https://wilfordwoodruffpapers.org/subjects/falling-springs-oregon-county-missouri,43.35,77.4667
26128,"Farmington, Davis County, Utah",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/farmington-davis-county-utah,40.7753,68.3272
26129,"Fort Deposit, Lowndes County, Alabama",,Alabama,Lowndes County,Fort Deposit,,"Fort Deposit, Lowndes County, Alabama",,,https://wilfordwoodruffpapers.org/subjects/fort-deposit-lowndes-county-alabama,-21.0339,55.7128
26208,"La Jara, Conejos County, Colorado",,Colorado,Conejos County,La Jara,,"La Jara, Conejos County, Colorado",,,https://wilfordwoodruffpapers.org/subjects/la-jara-conejos-county-colorado,51.1678,52.995
26224,"Monroe, Sevier County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/monroe-sevier-county-utah,52.1908,61.2011
26225,"Monticello, San Juan County, Utah Territory",,Utah Territory,San Juan County,Monticello,,,,,https://wilfordwoodruffpapers.org/subjects/monticello-san-juan-county-utah-territory,42.3,69.7667
26226,"Mount Trumbull, Yavapai County, Arizona Territory",,Arizona Territory,Yavapai County,Mount Trumbull,,"Mount Trumbull, Mohave County, Arizona",,,https://wilfordwoodruffpapers.org/subjects/mount-trumbull-yavapai-county-arizona-territory,44.1789,66.7328
26229,"New Harmony, Washington County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/new-harmony-washington-county-utah,45.1834,55.1
26234,"Panguitch, Garfield County, Utah",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/panguitch-garfield-county-utah,47.0667,51.8667
26235,"Paris, Bear Lake County, Idaho",,,,,,,,,https://wilfordwoodruffpapers.org/subjects/paris-bear-lake-county-idaho,18.3833,-70.0833
26243,"Porterville, Morgan County, Utah Territory",,Utah Territory,Morgan County,Porterville,,,,,https://wilfordwoodruffpapers.org/subjects/porterville-morgan-county-utah-territory,44.83,78.8239
26265,"Snake River, Idaho Territory",,Idaho Territory,,,Snake River,"Snake River, United States",,,https://wilfordwoodruffpapers.org/subjects/snake-river-idaho-territory,43.2297,76.31
26268,"Taylor, Weber County, Utah",,Utah,Weber County,Taylor,,,,,https://wilfordwoodruffpapers.org/subjects/taylor-weber-county-utah,43.1667,70.45
26273,"Vanzant, Douglas County, Missouri",,Missouri,Douglas County,Vanzant,,,,,https://wilfordwoodruffpapers.org/subjects/vanzant-douglas-county-missouri,46.7833,61.6667
26274,"Vernon, Tooele County, Utah Territory",,Utah Territory,Tooele County,Vernon,,,,,https://wilfordwoodruffpapers.org/subjects/vernon-tooele-county-utah-territory,51.8,68.3333
26290,"Willward, Uintah County, Utah Territory",,Utah Territory,Uintah County,Willward,,,,,https://wilfordwoodruffpapers.org/subjects/willward-uintah-county-utah-territory,28.2667,83.6
26291,"Woodruff, Rich County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/woodruff-rich-county-utah,27.8667,83.55
26305,"Fish Springs, Juab County, Utah Territory",,Utah Territory,Juab County,Fish Springs,,Does not exist--former pony express station,,,https://wilfordwoodruffpapers.org/subjects/fish-springs-juab-county-utah-territory,31.7031,35.1956
26318,"West Jordan, Great Salt Lake County, Utah Territory",,Utah Territory,Great Salt Lake County,West Jordan,,"West Jordan, Salt Lake County, Utah",,,https://wilfordwoodruffpapers.org/subjects/west-jordan-great-salt-lake-county-utah-territory,49.4556,57.4161
26331,Jericho,,,,Jericho,,,,,https://wilfordwoodruffpapers.org/subjects/jericho,42.86,75.23
26356,Mount Sinai,,,,,Mount Sinai,,,,https://wilfordwoodruffpapers.org/subjects/mount-sinai,49.9028,57.3333
26376,"Tithing Office, Great Salt Lake City, Great Salt Lake County, Utah Territory",,Utah,Salt Lake County,Salt Lake City,Tithing Office,,,,https://wilfordwoodruffpapers.org/subjects/tithing-office-great-salt-lake-city-great-salt-lake-county-utah-territory,50.2481,66.9278
26383,"Mayfield, Sanpete County, Utah",,Utah,,,,,,,https://wilfordwoodruffpapers.org/subjects/mayfield-sanpete-county-utah,47.8333,59.6
